label,text,is_valid
negative,"I had read many good things about this adaptation of my favorite novel...so invariably my expectations were crushed. But they were crushed more than should be expected. The movie would have been a decent movie if I had not read the novel beforehand, which perhaps ruined it for me.<br /><br />In any event, for some reason they changed the labor camp at Toulon to a ship full of galley slaves. The scene at Bishop Myriel's was fine. In fact, other than the galleys, things survived up until the dismissal of Fantine. Because we do not want to have bad things happen to a good woman, she does not cut her hair, sell her teeth, or become a prostitute. The worst she does is run into the mayor's office and spit on his face. Bamatabois is entirely eliminated. Because having children out of wedlock should also not be talked about, Tholomyes is Fantine's dead husband, rather than an irresponsible dandy. Valjean is able to fetch Cosette for Fantine before the Champmathieu affair, so they reunite happily, yet another change. Then comes the convent, which is a pretty difficult scene to screw up. Thankfully, it was saved. After this three minutes of accuracy, however, the movie again begins to hurtle towards Classic Novel Butchering.<br /><br />As Cosette and Valjean are riding through the park, they come across Marius giving a speech at a meeting. About prison reform. When he comes to hand out fliers to Valjean and Cosette, he says the one line in the movie that set me screaming at the TV set. ""We aren't revolutionaries."" I could hear Victor Hugo thrashing in his grave. OF COURSE THEY ARE REVOLUTIONARIES! They want to revolt against the pseudo-monarchy that is in place in favor of another republic, you dumb screenwriters! It's a historical FACT that there was an insurrection against the government in 1832. <br /><br />At one point Cosette goes to give Marius a donation from her father for the reform movement and meets Eponine. Except...not Eponine. Or at least not the Eponine of the book. This Eponine appears to be a well-to-do secretary girl working for the prison reformers (who are working out of the Cafe Universal as opposed to the Cafe Musain). Not to mention the audience is already made to dislike her thanks to her not-period, low-cut, tight-fitting dress and her snooty mannerisms.<br /><br />The prison reformers (Lead by the most poorly cast Enjolras that I have EVER seen) decide that handing out pamphlets isn't good enough anymore. So they're going to build barricades. I don't know about you, but I have never heard of reform movements tearing up the streets and building barricades and attacking government troops. About three hundred people (it was not supposed to be so many) start attacking the National Guard and building a bunch of barricades, etc. Eponine does die for Marius, thankfully. <br /><br />The rest of the movie is sort of accurate, except that Javert's suicide again seems hard to understand thanks to his minuscule screen time and odd character interpretation. The movie ends with Valjean watching Javert jump into the river. This is again inaccurate because Valjean would never have let Javert drown. He saved the man's life earlier, why let him die now? Then there's the whole skipping of Valjean's confession to Marius, his deterioration, and his redemption on his deathbed with Marius and Cosette by his side.<br /><br />Overall, I can blame the script mostly for the problems. While I am glad Enjolras and Eponine were at least present in the film, they were terribly misinterpreted, as was the entire barricade scene. The elimination of Fantine's suffering prevents us from feeling too much pity for her. That Cosette knows Valjean's past from the start messes with the plot a good deal. I did not even see Thenardier, and Mme. Thenardier only had a few seconds of screen time. The same with Gavroche. I did like Frederich March's interpretation of Valjean a lot, however, which was one of the redeeming features of the movie. On the other hand, Charles Laughton, for all his great acting in other movies, seems to have missed the mark with Javert. The lip tremble, the unnecessary shouting, and his acting in general all just felt very wrong. He also, like many Javerts I have seen, did not appear at all menacing, something required of the character.<br /><br />Again, this film would probably feel much better if I had not read the book. I would not recommend it to book purists, though. I would also say that the movie would have been a good adaptation for the time had not the infamously accurate French version come out the year before.",False
negative,"Not the worst movie I've seen but definitely not very good either. I myself am a paintball player, used to play airball a lot and going from woods to airball is quite a large change. The movie portrays similar qualitys First of all the movie starts off with this team that apparently is trying to shoot this ""Phantom"" guy or whatever, they appear to be a professional team and wear jerseys and shoot mags, autocockers. One guy sporting a bushy. Not much wrong with the movie but more how it's perceived it was very cheesy. A bunch of kids who are the good guys are woodsball players who don't appear to have much money and have dreams of getting ""better guns"". Another team constantly picks on them and insults them because they play woods and blah blah blah The phantom helps these woodsball kids out and trains them and all this crap, he gets them to play airball and basically defeats all the teams including the ""professionals"".<br /><br />So what exactly is wrong with the movie? Well the budget is a huge thing, a paintball movie WOULDN'T be bad but the budget is pretty low and the movie feels like it was done by an amateur. There are no big names in this film and the acting is very cheesy. The perception of paintball is pretty bad too. They seem to imply that everyone is going to speedball and all this other crap. It just was a lousy movie in my opinion and doesn't give a real perception what paintball is. To be honest real paintball isn't all buddy like, it's a lot of cussing and bonus balling not ""respect"" and playing by the rules. Don't watch this movie and then expect to go to a field screaming ""4 is 1!!""",False
negative,"The story is seen before, but that does'n matter if you can figure out to make a proper storyboard. It is clear that the director haven't spent his work on the storyboard. Alongside this, the cameraman spent far too much time leaning angles that do not match the message of the movie. The funniest is, however, if you take a look at the movie's website, you can read that it was on purpose that the director has chosen to make the film with bad camera angles. Because it remind us about hunting. But I have never heard of hunting with poor camera angles ;-) It will have 1 stars because the story is OK. It is a pity that Ti West, has not spent more time to review his story. It is as if the movie was more important than the planning. Because you have a camera does not mean you should make a movie right away... come. Everyone can make a movie, but not all will be just as good. So a word of advice to Ti West are: stop and labeling what you want. Use your time to start planning and not filming until everything has come down on a storyboard. You certainly have the ability and desire - so don't abuse your talent.",False
positive,"seriously i loved this film..i had started to read the book and i loved it...the way everything was set up and everything had a purpose...i think this film did so well was because Louis Sachar wrote the screenplay..and of course Andrew Davis directed it...Shia Lebouf gives a great performance for his first film...the storyline is very cool and interesting...there's humor, heart and intensity...it is very similar to the book..i find this film to be not the least bit boring...i absolutely loved it...and i encourage anyone to read the book..all in all this film is very well put together and carefully crafted...two thumbs up for me in every single way",False
negative,"Like wearing a hair shirt. Positively, absolutely, without a shadow of a doubt one of the worst movies ever. Pure torture. Zero stars out of ten. One long, tedious, labored, pretentious, self-conscious, theatrical, and leadenly artsy scene after another. Intended to be dreamlike and impressionistic, the soul bared, it is, instead, morose mush. <br /><br />Half-naked, father and son grope and whisper to each other like lovers. ""Homo-erotic"" is the point, loud and clear. OK, so what? <br /><br />Repeated more than once by the son is the line, supposedly lifted from ""Lives of the Saints,"" ""A father's love crucifies. A loving son lets himself be crucified."" The parallel to god and his son, Christ, is heavy-handed, irrelevant, and bombastic, like everything else here. <br /><br />Some reference points to the theme of Russian filiality: ""Mother and Son"" (1997); ""The Return"" (Andrei Zvyagvatsev, 2003); ""Little Odessa"" (James Gray,1994); Turgenev, ""Fathers and Sons""; and, of course, Dostoyevsky, ""The Brothers Karamazov.""<br /><br />Credits in English indicate intended international distribution, meaning that the excuse cannot be used that you have to be Russian to understand this mess. <br /><br />This is nowhere near as accomplished or compelling as Sokurov's last, ""Russian Ark"" (2003).<br /><br />As in his ""Mother and Son,"" an equally powerful soporific, some scenes are filmed from distorting mirrors, though not as interestingly. The film is almost monochromatic, shot from start to finish through beige filters, making it as visually as it is dramatically numbing. A soft-focus haze only adds to the drugged feeling.<br /><br />An annoying soundtrack drones on, never shuts up, like a tape loop. An old radio constantly plays in the background. Russian Romantic melancholy swells endlessly as ""themes based on Tchaikovsky."" The presence of a ""sound designer"" (Sergei Moshkov) signifies, of course, that all those irritating little sounds, radio static, noises, distortion, and such, are ""designed."" <br /><br />It's hard to believe someone (Sergei Potepolov) actually wrote this thing. It all seems as arbitrary as traffic, as if improvised by bored actors, popping out of nothingness into nothingness.<br /><br />Modern art has finally succeeded in signifying the thing without being the thing, so that what we behold is the idea of the idea, empty as a shell, but not even a shell, merely the idea of a shell. Could one ask for a better definition of decadence?",False
negative,"Ho-hum. An inventor's(Horst Buchholz)deadly biological weapon is in danger of falling into the wrong hands. Unknowingly his son(Luke Perry)has been working on the antedote all along. Enter CIA agent Olivia d'Abo and the cat-and-mouse car chases and gunfire begins. Also in the cast are:Tom Conti, Hendrick Haese and an aging Roger Moore. Moore seems to haggardly move through this mess definitely not one of his better efforts. Perry fans will be accepting. d'Abo is wrong for the role, but nice to look at.",False
positive,"Of life in (some) colleges. Of course there were artistic licenses taken, but some of what you saw in this film go on in some colleges.<br /><br />I went to colleges in Southern California where the races pretty much hang around with their own. It's funny because these are schools that want racial unity, equality etc. and I can honestly say, that it's there. But the thing is when class lets out, or when they're just hanging out waiting for class, they (students) seem to just hang around with people of their own race or ethnicity. Is that bad? Not really. Everyone needs a feeling of belonging. But like the school paper of one of the schools I attended once wrote about that, ""we should all try to hang around with students of other ethnicities and try to know them."" Otherwise you're creating your own segregation.<br /><br />Racism certainly existed in one of those schools I attended. One time someone put leaflets around campus talking about the glories of the Aryan Race and had the symbols of some of those racist organizations. Fortunately, nothing happened like the incident in the movie where the young Caucasian man went off and started shooting at a multiculturalism gathering.<br /><br />I can only hope and pray that nothing like that ever will happen.<br /><br />So is ""Higher Learning"" overly dramatic? Exaggerated? Maybe. Is it way ""off mark?"" It depends on where you went to or go to school. The race thing where the ethnicities just hang around with their own DOES happen. Minus the Hollywood exaggerations, the race thing hit pretty close to home for me.",False
positive,"Four stories written by Robert Bloch about various people who live in a beautiful, old mansion and what happens to them. The first has Denholm Elliott as a novelist who sees the killer he's writing about come to life. Some spooky moments and the twist at the end was good. The second has Peter Cushing becoming obsessed with a wax figure resembling his dead wife. The third has Christopher Lee who has a child (Chloe Franks) and is scared of her. It all leads up to a pretty scary ending (although the ending in the story was MUCH worse). The last is an out and out comedy with Jon Petwee and Ingrid Pitt (both chewing the scenery) and a cape that turns people into vampires! There's also a cute line about Christopher Lee playing Dracula.<br /><br />This is a good horror anthology--nothing terrifying but the first one and the ending of the third gave me a few pleasurable little chills. Also the fourth one is actually very funny and Pitt makes a VERY sexy vampire! Also the house itself looks beautiful...and very creepy. It's well-directed with some nice atmospheric touches. A very good and unusual movie score too. All in all a good little horror anthology well worth seeking out. Try to see it on DVD--the Lions Gate one looks fantastic with strong colors and great sound.",False
positive,"Val Kilmer and Dylan McDermott are terrific. I have seen Kilmer on The Doors, however his interpretation of John Holmes is superb. Nothing compared to Boogie Nights which was kind of slow. Wonderland is a movie which is able to show you a horrible crime story from the perspective from a guy who is just indulged in his drug vice and indolent of what ever happens around. At the same time, the John Holmes character shows a very clever hustler who is able to pass through the nastiest and ugliest situations almost unharmed. The movie deserves being watched more than once. The seventies ambiance sensual and full of drugs is amazing.",False
positive,"If you loved Long Way Round you will enjoy this nearly as much. It is educational, funny, interesting and tense. Charley shares the screen with two interesting teammates, two tired mechanics, two excellent cameramen and too much Russ. Ewan makes a few appearances but Charley really pulls it off alone. He is funny, engaging and still a puddle of stress and doubt. Great stuff!<br /><br />The series wraps up in 7 episodes. Like LWR, the preparation is nearly as interesting as the race. Though they cover the ins and outs of the race well, there could be a bit more explanation of the trucks and cars, which are merely mentioned and rarely even seen racing. It is a motorcycle movie though and anyone on two wheels will love this. <br /><br />The series features stunning photography as well as a few interviews of peoples mouths. Yikes. There is another extremely catchy theme song like LWR but this one is not nearly as good as the Stereophonics.<br /><br />If you live in the US god knows when it will be released so buy it on Amazon.uk and watch it on your computer as I did. Oh, and be prepared to buy another motorbike.",False
positive,"Gender Bender the Limerick:<br /><br />A man or a woman? Who knows?<br /><br />It turns out that 'it' is both.<br /><br />Sleeping in clay<br /><br />Then they all went away<br /><br />In one of their UFOs.<br /><br />Gender Bender is another great Season 1 episode. I enjoy this one because the story is the kind where you are never really sure what's gonna happen next. It is entirely original. The teaser is very fun with the close up of the eye and the reflection of the disco lights. I really need to learn my that thumb trick the genderbender heshe does. I really like the atmosphere at the Kindred's little village and Mulder and Scully sneaking around in the middle of the night. Its very exciting. This is one of my favorite Season 1 episodes in fact. I think the thing I like about it so much is how they turn out to be aliens in the end and left crop circles. Many people see this as a non-mythology related alien episode kind of like ""The Unnatural"" or ""Space"" but I think this could easily be seen as mythology related. Maybe the genderbender was just like the alien bounty hunter and could appear to look like anyone. Huh? Anyway I give the episode a 9 out of 10.",False
positive,"George Cukor directs a brooding and cynical classic. The distinctive Ronald Coleman is at his best in this piece of Noir about an actor who loses himself in his roles. The acclaimed Anthony John(Colman)has driven his wife Brita(Signe Hasso)away with his highly fueled temper and erratic behavior. But the two manage to continue working together to please their audiences. Things begin to change as John is becoming bored with his career; he reluctantly agrees to play Othello. He gets deep into character as a jealous and murderous man. He begins walking a thin line between illusion and reality and ends up confusing his role with his own life and eventually kills his mistress(Shelley Winters),but has no memory of the dastardly deed.<br /><br />Colman seems faultless in this role. Winters is very impressive as the young woman determined to get away from her squalid life. Also in the cast: Edmond O'Brien, Ray Collins, Joe Sawyer and Whit Bissell.",False
positive,"It's been quite some time since I've watched this LOTR. I am currently hunting for a copy to purchase. Bakshi's work is quite true to the original work. The visuals are engrosing and sometimes haunting.<br /><br />Drawbacks? Occasionally, the movie is confusing or muddled. There are one or two times where the storyline slows to a crawl. But, overall -- buy this movie. It's great for kids, adults and collectors.",False
positive,"The combination of reading the Novella and viewing this film has inspired my wife and I to new levels. Recently I was pondering a statement made by the artist Thomas Kinkade in one of his inspirational books; He states: ""You and I were not designed to breathe the fetid air of five o'clock traffic. Nor do I think God had banal television programs, media hype, worthless purchases, and soul pollution in mind when he created the universe..."" I hadn't seen ""A river runs through it"" in a couple of years, but after pondering Kinkade's statement something drew me to watch the film with a spiritual eye. I watched it and saw a whole new world to the film and it inspired me to read the book (a must read). I have always been frustrated in Southern California but somehow got caught up in its materialistic society. The film really puts into perspective of how we should really experience God's creations. A combination of Macleans story and my desire to move back to the Northwest has driven me to move to Montana. I want my future kids to be able to rome the landscape, go fly-fishing with me, ride horses into nothing but open land and serene lakes set in the mountainside. A place where you seldom worry about crime. I look around SoCal and all I see is shopping malls, rude snarling people in their Mercedez Bens, miles of vehicles on congested freeways, gangs, racial turmoil on the verge of violent eruption, and everyone skeptical of each others intentions.<br /><br />Anyway the movie is very inspiring with brilliant acting and a deep story about the fragile connections of loved ones. There is a lot of deep thinking in this film. The scenery is worth seeing alone and actually helps relieve tension. You should finish this film relaxed yet full of insights to your own life. It takes a compassionate, intelligent, and spiritual person to really grasp the meaning. If you don't understand the art of cinema and how a director achieves his goals through dialogue, tone, light, colour, scenery, camera angles/movement, etc. Then this film is probably not for the crowd that thinks ""The Fast and the Furious"" is the greatest film. Granted it was entertaining but shallow.<br /><br />The bottom line: This film helps to realize that life is not about how much money you have or what things you posses. Rather it is about your relationships with family and friends and the experiences you share together. QUALITY NOT QAUNTITY",False
positive,"After ''Empire strikes back'' ''Return of the Jedi'' is my second favorite movie from the Star Wars series.<br /><br />Luke went to Tattoine to save Han Solo from Jabba. At the same time, the Galactic Empire is doing in secret, the construction of a new space station like the previous Death Star. If this station stays totally constructed, it will be the end of the Rebel Alliance. Both Vader and the Emperor are impatient because of the delay of the new Death Star,and they need to kill many of their commanders to have the project made in schedule.<br /><br />R2 and C3po are inside Jabba's palace to send a message from Luke to Jabba,where Lukes pretends to negotiate Han's life. He gives R2 and C3po as a gift to Jabba as part of his plan. Jabba does not accept the negotiation,since he is using Han Solo as a piece of his palace's decoration.(Han still is frozen in carbonite) Lando is hidden as Jabba's guard and Chewbacca is also gave to Jabba by a reward hunter. When the same Hunter tries to save Han solo and makes him stay in human form again, we see that is actually princess Leia in a disguise. The problem is that Jabba discovers Leia's plan and takes her as his slave,while Han is thrown away in Chewbacca's cell.<br /><br />Luke comes as a Jedi knight to rescue his friends. At his first try to kill Jabba,he falls into Jabba's monster cell (Bantha),but easily kills it. Jabba stays angry and decides to thrown Han,Chewbacca and Luke to Sarlacc, a big creature from the desert who stays 1.000 years digesting it's 'food'. Luke,Han and Chewie has success in scape again, and even Boba Fett dies when Han accidentally throws him in to Sarlacc's mouth. Leia kills Jabba and goes after Han,Luke and Chewie as well c3po and R2. <br /><br />Everybody's safe again,Luke decides to go to Dagoba to complete his training as a Jedi,as well his promise to Yoda. The problem is that Yoda is too old and sick, since he already has 900 years old, and before he dies, Yoda says to Luke that he does not need more training,but to really be a Jedi, he must fight with Vader again. He confirms to Luke that Vader is Luke's dad, and that there is another Skywalker besides Luke. In his last moments, Yoda asks to Luke to remember his advices about the temptation of the dark side, and to Luke transmit his Jedi knowledge to other people. When Yoda dies,Obi wan's spirit shows up to Luke and tells him that Luke's father killed his good side Anakin to become Darth Vader, and also that he is more machine than a man since he became a sith. Luke stays worried about killing his own dad, and says that he feels that his father still has kindness. Obi Wan tells Luke that his twin sister is Leia, and says the reasons why Luke and Leia were separated since babies. He gives his last advice to Luke saying that if he refuses to kill Vader, the emperor will win the war.<br /><br />At the same time, the Emperor says to Vader that he must give Luke to him when he shows up, since Luke is stronger than before, and they both needs to combine their efforts to bring Luke to the dark side.<br /><br />Now we are going to have one of the best battles from the star war series,when the Rebel Alliance plans to attack the new space station, the '' Death Star 2'', Luke will confront Vader and the Emperor, and Leia, Han and chewie needs to turn off the 'Death star 2' power field, with the help of the EWOKS. (little creatures who looks little bears)<br /><br />This is for sure one of the most exciting star wars of all!",False
negative,"This isn't one of Arbuckle's or Keaton's better films, that's for sure. Fatty's wife is tired of all his heavy drinking, so she takes him to a sanitarium where a psychiatrist (Keaton) claims to have a guaranteed cure! Well, once there, Arbuckle accidentally eats a thermometer and is taken to surgery. Then, he escapes and is chased about the place where he meets a cute girl who also wants to escape. Finally, despite staff chasing them about, they escape at which point it becomes apparent that the girl is crazy and Arbuckle is soon recaptured. However, he awakens and everything AFTER the surgery has all been a dream--there was no sexy crazy girl and Dr. Keaton isn't as big an incompetent as he seemed in the dream.<br /><br />A lack of humor is the biggest problem with the film. Sure, making fun of mentally ill people is pretty low, but in its day it was guaranteed laughs. I'd laugh, too, if there was just something funny to respond to! A lot of energy and that's all.<br /><br />FYI--during one of the chase sequences, Fatty wonders into a race for men over 200 pounds (wow, what are the odds of that?). And, shortly after this, he backs into a post on which the number 5 was just freshly painted. As a result, the five is now on the back of Fatty's shirt and he looks like a regular participant. HOWEVER, the number SHOULD have appeared backwards on Fatty's shirt but came out front-ways--a mistake, as they should have realized the mirror image would have been a backwards 5.",False
negative,"""Cavemen"" exceeded my expectations, and not in a good way. It was even worse than I thought it would be. Basically, here's the show: The Cavemen are an alternate race, they face prejudice, etc. Quite possibly the stupidest idea ever created; almost being worthy of jail time for the writers. One show featured the cavemen going into a club, trying to pick up girls, and then nothing else happened. It was reminiscent of listening to a 22 minute Andy Rooney dialog, followed by death by steak knives via midget cannibals. For those who have not seen this show, here's an example of the dialog: ""You're sure you're okay with going out with a caveman."" ""Yeah, that's fine. I've had like 10 - thousand!"" Hilarious... Possibly the best writing I've ever witnessed.<br /><br />22 minutes of cavemen with horrible makeup, tackling tough social issues... Sounds like an entertaining night. I also love how bad the recent ideas are that they're resorted to making a sitcom out of car insurance commercials. I wonder if they'll do the Gecko next, so that I can have a new title for the worst show I've ever seen. I would even say that this is worse than ""Viva Laughlin."" At least ""Viva Laughlin"" was ripped off from something that was somewhat inspired.<br /><br />Shows like this make me hope that there's a comet up there somewhere aimed for Earth.<br /><br />(Unratable honestly...)",False
negative,"Carnosaur 3 is bad... awfully bad. Bad to the point where it is funny. How matter how much I try to convince myself, I just can't believe anyone in this world could find this entertaining for serious reasons. I mean, come on, even the cover is bad! OK, the special effects are absolutely ridiculous. Those ""Carnosaurs"" are really ridiculous. A scientist tells the soldiers that they move incredibly fast, yet when you see them run, they run at the speed of... an actor in a rubber suit trying to run as much as he can. And the explosions are funny(there is no other word to describe it). At the beginning, a bullet hits a Jeep AFTER a guys says ""What was that?""... And the other explosions are also laughable. But the worst thing is the screenplay and the so-called story. You don't expect a good story(or, I don't think anyone renting this movie expects a good movie) but at least the story has to try to make sense. I mean, how hard is it to make a story about dinosaurs killing people at least coherent. Incredibly hard if you look at this. Oh, and if you think that it's easy to makes believable commandos as your characters, tell it to the writers of this awful, awful piece of crap. I mean, what sick human being would make cheap jokes after one of his buddies is dead? And they do lots of it. And if you think that a movie about dinosaurs killing soldiers can only be at least action-packed, WAKE UP!!! This movie is incredibly dull. The carnosaurs(who invented this lame name anyway?) attack(in boring action sequences where you don't see much happening). The soldiers think of how to beat them(in incredibly funny scenes where they try real hard to be serious but can't seem to convince even just one second). So, then, they attack the carnosaurs, but their idea doesn't work(another laughable action sequence). Back to planning(with a few lame jokes thrown in) in another ridiculous scene. And this goes on, and on, and on. And let's not forget the acting which is about as convincing as the special effects... and the story... Oh OK, this movie simply sucks from A to Z.<br /><br />",False
positive,"Being the Beatlemaniac that I am, I approached Two Of Us with a combination of fear and fascination. Having seen 'In His Life: The John Lennon Story', I was quite concerned that Two Of Us will turn out no better. The fact that Aidan Quinn and Jared Harris look absolutely nothing like John Lennon and Paul McCartney  even with some make-up and proper hairdos  didn't help one bit.<br /><br />But I was more than a bit pleasantly surprised. It's probably thanks to the involvement of Michael Lindsay-Hogg, who directed Let It Be in 1970 and consequently probably knew John and Paul quite well, that the characters and the dialogue came across as convincing as they did. (The writing credit for Two Of Us is given to a man named Mark Stanfield, of whom I know absolutely nothing; I feel confident that director Lindsay-Hogg had more than a bit to do with the script.) Two Of Us is not a biography of the Beatles; it has very little plot, in fact, and takes place all in one day in New York City. What it does is imagine a meeting between John and Paul in 1976, while John lived in New York. That meeting is entirely fictitious, of course  though it can't truly be disproved that such a meeting actually took place. But through that imagined conversation it gives us a glimpse into the personalities of these two great musicians  their intelligence, their sense of humor, their different reaction to stardom, and most of all their relationship; what made them such a great team, and what broke them up.<br /><br />Since it's a talk movie, nothing much except for dialogue between two characters for an hour and a half, it's likely to bore all but true fans of the Beatles; but it's a fantastic piece of writing and storytelling, and is both informative and touching. For those interested in these two musical giants, very quickly you'll get over the shock of how different the actors look from their counterparts and feel like John and Paul had come to life  so intimate and convincing is the script, and so committed are the actors. Two Of Us gives you priceless insight into the lives of two geniuses, and a tale that is both sad and funny. Most certainly recommended.",False
positive,"I'm fond of this film and it vexes me that so many ""reviewers"" rank it below the Peter Jackson trilogy. A filmed novel is always interpretive; in particular an animated film relies on the artist's vision and should be judged on its own terms. Speaking as a purist, this is a finer homage to Tolkien than the updated version. While this film has its flaws it stays truer to the source, especially so far as the characters are concerned.<br /><br />In the Jackson version Tolkien's Frodo is barely recognizable: from the first scenes he is portrayed as a weakling, constantly wavering, manipulated by forces around him and never standing on his own two feet (this is physically and metaphorically true.) You wonder why fate chose this limp biscuit to carry the one ring to the Cracks of Doom. Jackson unforgivably rewrites Tolkien and robs Frodo of his finest moment when he allows Arwen to rescue him from the Ringwraiths...Bakshi's version respects the original, presenting a Frodo who demands the wraiths ""Go back and trouble me no more!"" Bakshi sustains Frodo's character as Tolkien conceived it. We see his decline as the weight of his burden increases. Frodo is so pivotal to Lord of the Rings you wonder why Jackson took such liberties (he does so with numerous characters)since character development propels the plot to its inevitable conclusion. Bakshi's film better explores the companionship between Legolas and Gimli in a few judicious scenes that are completely lacking in Jackson's version. Similarly we see Boromir horsing with Pippin and Merry, furthering the idea of fellowship. For my liking the camaraderie is more developed in the animated version than the live action.<br /><br />Tolkien's poetry is an important ingredient in the novels and Bakshi makes tribute to this in one of my favorite scenes: when Frodo sings the ""Merry Old Inn"" song, minutes before stumbling into Strider. The cheery tune is chillingly juxtaposed with the darker theme music when seconds later, invisible to his friends but visible to the wraiths, Frodo is dangerously exposed. This is one of the most atmospheric portions of the film and chills me whenever I see it.<br /><br />The well documented budget/time restrictions limit this film's final impact but had it been completed it may have resonated with more viewers. As it is, it's worth a look. Even its detractors admit that Peter Jackson derived much of his inspiration from this prototype.",False
negative,"Warning Spoiler. . . I have to agree with you, it was almost there. This was such a bad movie, about such and interesting true story. It had such promise, but the acting was ridiculous at best. Some sets were beautiful and realistic. Others are something out of a theme park. I found myself laughing as I watched, what was suppose to be, serious scenes. I really wanted to like this movie, but I couldn't. The best part was the fight between friends that ended with the ""King"" dying. I liked the Queens' punishment. And, the final shot made a beautiful picture, though. There are so many better movies to watch. I don't recommend this.",False
positive,Red Rock West is one of those rare films that keeps you guessing the entire time as to what will happen next. Nicolas Cage is mistaken for a contract killer as he enters a small town trying to find work. Dennis Hopper is the bad guy and no one plays them better. Look for a brief appearance by country singing star Dwight Yoakam. This is a serious drama most of the time but there are some lighter moments. What matters is that you will enjoy this low budget but high quality effort!,False
negative,"This is the most disturbing film I have ever seen. It makes ""Requiem for a Dream"" look like a Disney film. Although, technically, it is reasonably well made, acting, cinematography, music, directing, etc., are good. However, the concluding gang rape scene is the most appalling and violent thing I have ever seen and I really wish I had not seen it. I am afraid that it will haunt me for the rest of my life. Although I think anyone would find the film extremely disturbing, my wife and some of her friends were victimized in a very similar manner and I really didn't need an explicit reminder of the horror that they experienced. I saw the film at the SXSW film festival in Austin, TX and none of the cast or crew were in attendance. I would have liked for them to have had the opportunity to defend the violence in their film, which I felt was excessive, gratuitous and unnecessary. An earlier scene successfully conveyed the mood they were apparently striving for, but without rubbing your face in the extreme and explicit sexual violence. This film should have a big WARNING label on it. For these reasons I would not recommend anyone seeing it. You've been warned.",False
positive,"Skip McCoy (Richard Widmark) pick-pockets Candy's (Jean Peters) wallet which contains an important microfiche that is intended for the Communist cause. She is being followed by 2 federal agents that are waiting to pounce once she hands the microfiche over to her contact. However, Skip steals the purse on the subway under everyone's noses and so starts a hunt for him by both the police and Joey (Richard Kiley) and Candy who want the microfiche back. Skip can only be traced through Moe (Thelma Ritter) who sells information on criminals. It is made clear to Skip that what he has stolen is important and both sides want the film, but he intends to hold out for a high price. This leads to Joey hunting after him and a conflict between Joey and Jean, who has fallen in love with Skip. Joey has a deadline to deliver the microfiche to his boss. <br /><br />Its a well-acted film and it has a good beginning that gets you involved straight away. Its a bit unrealistic how Jean Peters immediately falls in love with Widmark, but this point is necessary as otherwise why would she later hold out from Joey. Its a good film.",False
positive,"Standard rise to fame tale that has a few high points. Number one, Lonette McKee as Sister who gives a stunning, star making performance. The fact that she never became a huge sensation after this is beyond me. Sadly, she is a supporting character and we are forced to focus on Irena Carter's bland character, Sparkle, whose rise to fame is easy, boring, and unconvincing. However, whenever the girls go on stage and perform, the movie comes back to life. The original music by Curis Mayfield must be praised. The copy I saw was a very old VHS tape. The picture quality was pretty low, as well as the production values I'm guessing. All in all, its worth a gander.",False
positive,"I saw this movie years ago on late night television. Back then it went by the title of ""Stairway to Heaven"". Even as a young boy, I remember being deeply moved by the story and astounded by the visual effects of the court trial (those who have seen it know what I'm talking about). Such imagination! A perfect blend of romance, drama, humour and fantasy, this movie is right up there with the greatest classics ever made: Citizen Kane, Casablanca, Gone with the Wind. This movie is rated extremely high by IMDB voters and rightly so - over 51% voters rated it 10 out of 10; over 84% rated it 8 or higher out of 10. I was surprised it was not listed in the top 250 films until I realized so few have seen/rated this movie, compared to those on the list. What a pity. I hope this movie gets released on DVD for Region 1 (North America), so that 1), I can purchase it, and 2), others discover this hidden treasure.",False
negative,"Best of the Best 4, is better than 3, but just barely. Basically, I say this because part 4 doesn't contradict parts 1/2 (like 3 does), (ie. their is no reference to Tommy Lee having siblings).<br /><br />Anyway, I liked the Russian plot line of the story, and especially Sven Ole-Thorsen's bit part as Boris. Aside from that though and a few fighting scenes, the movie is nothing special. The limited budget is also very noticeable (especially in the airplane blow-up scene).<br /><br />Also, part 4 does not really have a moral or say anything like part 3 did, there are a couple of more better known actors (Hudson, Thorsen) in part 4, but alas nothing like the beginning of the series (and even these characters have very small roles).<br /><br />Alas, it seems Best of the Best is the Rhee show, and to be truthful, he cannot carry a movie.<br /><br />Saw on tape, Rating:4",False
